10-1: Unable To Copy Re-Locate
10-2: Signals Good
10-3: Stop Transmitting
10-4: Acknowledgement
10-5: Relay
10-6: Busy Stand-By
10-7: Out of Service
10-8: In Service
10-9: Repeat
10-10: Fight In Progress
10-11: Dog Case
10-12: Stand-By (stop)
10-13: Weather & Road Report
10-14: Report of Prowler
10-15: Civil Disturbance
10-16: Domestic Trouble
10-17: Meet Complainant
10-18: Complete Assgn. Quickly
10-19: Return To …
10-20: Location
10-21: Call … By Telephone
10-22: Disregard
10-23: Arrived At Scene
10-24: Assignment Completed
10-25: Report In Person To …
10-26: Detaining Subject Expid
10-27: Drivers License Information
10-28: Vehicle Registration
10-29: Check Records for Want
10-30: Illegal Use of Radio
10-31: Crime In Progress
10-32: Man With Gun
10-33: Emergency
10-34: Riot
10-35: Major Crime Alert
10-36: Correct Time
10-37: Inves. Susp. Vehicle
10-38: Stopping Susp. Vehicle (give complete descript)
10-39: Urgent (light/siren)
10-40: Silent Run
10-41: Beginning Tour of Duty
10-42: Ending Tour of Duty
10-43: Information
10-44: Request Permission To Leave Patrol … for …
10-45: Animal Carcass in Road
10-46: Assist Motorist
10-47: Emerg. Road Repairs Needed
10-48: Traffic Standard Repair
10-49: Traffic Light Out
10-50: Traffic Accident-F,PI,PD
10-51: Wrecker Needed
10-52: Ambulance Needed
10-53: Road Blocked
10-54: Livestock On Highway
10-55: Intoxicated Driver
10-56: Intoxicated Person
10-57: Hit & Run … F, PI, PD
10-58: Direct Traffic
10-59: Convoy or Escort
10-60: Squad In Vicinity
10-61: Personnel In Area
10-62: Reply To Message
10-63: Prepare To Make Written Cpy
10-64: Message for Local Del
10-65: Net Message Assgn
10-66: Message Cancellation
10-67: Clear To Read Net Msg
10-68: Dispatch Information
10-69: Message Received
10-70: Fire Alarm
10-71: Advise Nature of Fire (size,type, contents of bldg.)
10-72: Report Progress On Fire
10-73: Smoke Report
10-74: Negative
10-75: In Contact With
10-76: En Route
10-77: ETA
10-78: Need Assistance
10-79: Notify Coroner
10-82: Reserve Lodging
10-84: If Meeting … Advise ETA
10-85: Will Be Late
10-87: Pick Up Checks for District
10-88: Advise Telephone # of …
10-90: Bank Alarm
10-91: Unnecessary Use of Radio
10-93: Blockade
10-94: Drag Racing
10-96: Mental Subject
10-98: Prison/Jail Break
10-99: Records Indicate Want/Stolen
