10-0: Deceased, Person or Animal / Use Caution  
10-1: Signal Weak  
10-2: Signal Good  
10-3: Stop Transmitting  
10-4: Message Received (Acknowledgement)  
10-5: Relay (to)  
10-6: Station is Busy – Stand by unless urgent  
10-7: Out of Service  
10-8: In Service  
10-9: Repeat Last Message  
10-10: Fight in Progress  
10-11: Animal Problem (Dog Case)  
10-12: Stand By (Stop)  
10-13: Report Conditions (Weather/Road)  
10-14: Prowler Report  
10-15: Civil Disturbance  
10-16: Domestic Disturbance  
10-17: Meet Complainant  
10-18: Urgent – Quickly  
10-19: Return To (Station)  
10-20: Location  
10-21: Call By Telephone  
10-22: Disregard Last Information  
10-23: Arrived at Scene  
10-24: Assignment Completed  
10-25: Report in Person (Meet)  
10-26: Detaining Subject – Expedite  
10-27: Driver’s License Information  
10-28: Vehicle Registration Information  
10-29: Check Records For Wanted/Stolen  
10-30: Illegal Use of Radio  
10-31: Crime in Progress  
10-32: Person With Gun  
10-33: Emergency Traffic – Help Me  
10-34: Riot  
10-35: Major Crime Alert  
10-36: Correct Time  
10-37: Investigate Suspicious Vehicle  
10-38: Stopping Suspicious Vehicle  
10-39: Use Lights and Siren  
10-40: Silent Run – No Lights or Siren  
10-41: Beginning Tour of Duty  
10-42: Ending Tour of Duty  
10-43: Information  
10-44: Permission to Leave Patrol Area  
10-45: Animal Carcass on Roadway  
10-46: Assist Motorist  
10-47: Emergency Road Repairs Needed  
10-48: Traffic Control  
10-49: Traffic Signal Out  
10-50: Traffic Accident – PD/PI/F  
10-51: Wrecker Needed  
10-52: Ambulance Needed  
10-53: Road Blocked  
10-54: Livestock on Highway  
10-55: Intoxicated Driver  
10-56: Intoxicated Pedestrian  
10-57: Hit & Run – PD/PI/F  
10-58: Direct Traffic  
10-59: Escort / Convoy  
10-60: Squad In Vicinity  
10-61: Personnel In Vicinity  
10-62: Reply To Message  
10-63: Prepare to Copy Message  
10-64: Message For Local Delivery  
10-65: Net Message Assignment  
10-66: Message Cancellation  
10-67: Clear For Net Message  
10-68: Dispatch Information  
10-69: Message Received  
10-70: Fire Alarm  
10-71: Advise Nature of Fire  
10-72: Report Progress of Fire  
10-73: Smoke Report  
10-74: Negative (No)  
10-75: In Contact With  
10-76: En Route To  
10-77: Estimated Time of Arrival  
10-78: Need Assistance  
10-79: Notify Coroner  
10-80: Pursuit in Progress  
10-81: Breathalyzer Report  
10-82: Reserve Lodging  
10-83: School Crossing Assignment  
10-84: If Meeting, Advise ETA  
10-85: Delayed Due To …  
10-86: Operator On Duty  
10-87: Pick Up / Distribute Checks  
10-88: Advise Telephone Number  
10-89: Bomb Threat  
10-90: Bank Alarm  
10-91: Pick Up Subject  
10-92: Illegally Parked Vehicle  
10-93: Blockade  
10-94: Drag Racing  
10-95: Subject in Custody  
10-96: Detain Subject  
10-97: Test Signal  
10-98: Prisoner Escape  
10-99: Wanted or Stolen
