10-1: Unable to Copy – Change Location
10-2: Signals Good
10-3: Stop Transmitting
10-4: Acknowledgement (OK)
10-5: Relay
10-6: Busy, Stand by
10-7: Out of Service
10-8: In Service
10-9: Repeat
10-10: Fight in Progress
10-11: Animal Problem
10-12: Stand By (stop)
10-13: Weather/Road Report
10-14: Report of Prowler
10-15: Civil Disturbance
10-16: Domestic Problem
10-17: Meet Complainant
10-18: Complete Assignment Quickly
10-19: Return to …
10-20: Location
10-21: Call by Telephone
10-22: Disregard Last Information
10-23: Arrived at Scene
10-24: Assignment Complete
10-25: Report in Person (Meet)
10-26: Detaining Subject
10-27: Driver’s License Information
10-28: Vehicle Registration Information
10-29: Records Check for Wants/Warrants
10-30: Unauthorized Use of Radio
10-31: Crime in Progress
10-32: Person with Gun
10-33: Emergency
10-34: Riot
10-35: Major Crime Alert
10-36: Correct Time
10-37: Suspicious Vehicle
10-38: Stopping Suspicious Vehicle
10-39: Use Lights & Siren
10-40: Silent Run (No Lights/Siren)
10-41: Beginning Tour of Duty
10-42: Ending Tour of Duty
10-43: Permission to Leave Sector
10-44: Dead Animal
10-45: Assist Motorist
10-46: Emergency Road Repairs Needed
10-47: Traffic Control
10-48: Traffic Signal Out
10-49: Speeding Vehicle
10-50: Accident (PD/PI/F)
10-51: Wrecker Needed
10-52: Ambulance Needed
10-53: Road Blocked
10-54: Livestock on Highway
10-55: Intoxicated Driver
10-56: Intoxicated Pedestrian
10-57: Hit & Run (PD/PI/F)
10-58: Direct Traffic
10-59: Escort or Convoy
10-60: Squad in Vicinity
10-61: Personnel in Vicinity
10-62: Reply to Message
10-63: Prepare to Make Written Copy
10-64: Local Net Message
10-65: Net Message Assignment
10-66: Message Cancellation
10-67: Clear for Net Message
10-68: Dispatch Information
10-69: Message Received
10-70: Fire Alarm
10-71: Advise Nature of Fire
10-72: Report Progress on Fire
10-73: Smoke Report
10-74: Negative
10-75: In Contact With
10-76: En Route
10-77: Estimated Time of Arrival
10-78: Need Assistance
10-79: Notify Coroner
10-80: Pursuit in Progress
10-81: Give Location & Status
10-82: Reserve Lodging
10-83: School Crossing Assignment
10-84: Special Detail
10-85: Delayed Due To …
10-86: Operator on Duty
10-87: Pick Up/Distribute Checks
10-88: Present Telephone Number
10-89: Bomb Threat
10-90: Bank Alarm
10-91: Prisoner/Subject Pickup
10-92: Improperly Parked Vehicle
10-93: Blockade
10-94: Drag Racing
10-95: Prisoner/Subject in Custody
10-96: Mental Subject
10-97: Test Signal
10-98: Prison/Jail Break
10-99: Wanted/Stolen Indicated
