10-1: Signal Weak
10-2: Signal Good
10-3: Stop Transmitting
10-4: Affirmative (OK)
10-5: Relay
10-6: Busy
10-7: Out of Service
10-8: In Service
10-9: Repeat
10-10: Fight In Progress
10-11: Animal Problem
10-12: Stand By
10-13: Report Conditions
10-14: Prowler Report
10-15: Civil Disturbance
10-16: Domestic Problem
10-17: Meet Complainant
10-18: Urgent
10-19: Go To Station
10-20: Advise Location
10-21: Phone _______
10-22: Disregard
10-23: Arrived At Scene
10-24: Assignment Complete
10-25: Report to _______
10-26: Detaining Suspect
10-27: Driver’s License Information
10-28: Vehicle Registration Information
10-29: Check Records
10-30: Unauthorized Use Of Radio
10-31: Crime In Progress
10-32: Person With Gun
10-33: Emergency
10-34: Riot
10-35: Major Crime Alert
10-36: Correct Time
10-37: Suspicious Vehicle
10-38: Stop Suspicious Vehicle
10-39: Respond With Siren and Flashers
10-40: Do Not Use Siren and Flashers
10-41: Beginning Shift
10-42: End Shift
10-43: Information
10-44: Permission To Leave
10-45: Dead Animal
10-46: Assist Motorist
10-47: Emergency Road Repair
10-48: Traffic Control
10-49: Traffic Signal Out
10-50: Traffic Accident PD/PI/F
10-51: Wrecker Needed
10-52: Ambulance Needed
10-53: Roadway Blocked
10-54: Livestock On Roadway
10-55: Intoxicated Driver
10-56: Intoxicated Pedestrian
10-57: Hit & Run PD/PI/F
10-58: Direct Traffic
10-59: Escort
10-60: Squad In Vicinity
10-61: Personnel In Vicinity
10-62: Reply To Message
10-63: Prepare To Copy
10-64: Local Message
10-65: Net Message
10-66: Cancel Message
10-67: Clear For Net Message
10-68: Dispatch Information
10-69: Message Received
